Step,Time_s,Height_m,Velocity_m/s,Potential_Energy_J,Kinetic_Energy_J,Total_Energy_J,Energy_Error_J
59700,    0.597000,    8.252382,   -5.854570,840698.48743033,178032.91709536,***************,   2.9821261603
59800,    0.598000,    8.246522,   -5.864377,840101.55773367,178629.84179684,***************,   2.9871213480
59900,    0.599000,    8.240653,   -5.874183,839503.62899985,179227.76553547,***************,   2.9921165360
60000,    0.600000,    8.234774,   -5.883990,838904.70122887,179826.68831126,***************,   2.9971117238
60100,    0.601000,    8.228885,   -5.893797,838304.77442073,180426.61012421,***************,   3.0021069117
60200,    0.602000,    8.222986,   -5.903603,837703.84857544,181027.53097432,***************,   3.0071020997
60300,    0.603000,    8.217077,   -5.913410,837101.92369299,181629.45086158,***************,   3.0120972873
60400,    0.604000,    8.211159,   -5.923217,836498.99977338,182232.36978600,***************,   3.0170924753
60500,    0.605000,    8.205231,   -5.933023,835895.07681662,182836.28774757,***************,   3.0220876631
60600,    0.606000,    8.199293,   -5.942830,835290.15482270,183441.20474631,***************,   3.0270828512
60700,    0.607000,    8.193345,   -5.952637,834684.23379162,184047.12078220,***************,   3.0320780391
60800,    0.608000,    8.187387,   -5.962443,834077.31372338,184654.03585525,***************,   3.0370732270
60900,    0.609000,    8.181420,   -5.972250,833469.39461799,185261.94996546,***************,   3.0420684146
61000,    0.610000,    8.175443,   -5.982056,832860.47647544,185870.86311282,***************,   3.0470636026
61100,    0.611000,    8.169456,   -5.991863,832250.55929573,186480.77529734,***************,   3.0520587903
61200,    0.612000,    8.163459,   -6.001670,831639.64307886,187091.68651902,***************,   3.0570539784
61300,    0.613000,    8.157452,   -6.011476,831027.72782484,187703.59677785,***************,   3.0620491663
61400,    0.614000,    8.151436,   -6.021283,830414.81353366,188316.50607384,***************,   3.0670443544
61500,    0.615000,    8.145410,   -6.031090,829800.90020532,188930.41440699,***************,   3.0720395420
61600,    0.616000,    8.139374,   -6.040896,829185.98783983,189545.32177730,***************,   3.0770347300
61700,    0.617000,    8.133328,   -6.050703,828570.07643717,190161.22818477,***************,   3.0820299180
61800,    0.618000,    8.127272,   -6.060510,827953.16599736,190778.13362939,***************,   3.0870251058
61900,    0.619000,    8.121207,   -6.070316,827335.25652040,191396.03811117,***************,   3.0920202940
62000,    0.620000,    8.115131,   -6.080123,826716.34800627,192014.94163010,***************,   3.0970154817
62100,    0.621000,    8.109046,   -6.089930,826096.44045499,192634.84418620,***************,   3.1020106697
62200,    0.622000,    8.102952,   -6.099736,825475.53386655,193255.74577945,***************,   3.1070058575
62300,    0.623000,    8.096847,   -6.109543,824853.62824096,193877.64640985,***************,   3.1120010455
62400,    0.624000,    8.090732,   -6.119350,824230.72357820,194500.54607742,***************,   3.1169962336
62500,    0.625000,    8.084608,   -6.129156,823606.81987829,195124.44478214,***************,   3.1219914216
62600,    0.626000,    8.078474,   -6.138963,822981.91714123,195749.34252402,***************,   3.1269866092
62700,    0.627000,    8.072330,   -6.148770,822356.01536700,196375.23930306,***************,   3.1319817973
62800,    0.628000,    8.066176,   -6.158576,821729.11455562,197002.13511925,***************,   3.1369769850
62900,    0.629000,    8.060013,   -6.168383,821101.21470708,197630.02997260,***************,   3.1419721734
63000,    0.630000,    8.053839,   -6.178189,820472.31582138,198258.92386311,***************,   3.1469673613
63100,    0.631000,    8.047656,   -6.187996,819842.41789853,198888.81679078,***************,   3.1519625493
63200,    0.632000,    8.041463,   -6.197803,819211.52093852,199519.70875560,***************,   3.1569577373
63300,    0.633000,    8.035261,   -6.207609,818579.62494135,200151.59975758,***************,   3.1619529251
63400,    0.634000,    8.029048,   -6.217416,817946.72990702,200784.48979672,***************,   3.1669481131
63500,    0.635000,    8.022826,   -6.227223,817312.83583554,201418.37887302,***************,   3.1719433012
63600,    0.636000,    8.016593,   -6.237029,816677.94272690,202053.26698647,***************,   3.1769384891
63700,    0.637000,    8.010351,   -6.246836,816042.05058110,202689.15413708,***************,   3.1819336771
63800,    0.638000,    8.004100,   -6.256643,815405.15939815,203326.04032485,***************,   3.1869288650
63900,    0.639000,    7.997838,   -6.266449,814767.26917803,203963.92554977,***************,   3.1919240531
64000,    0.640000,    7.991567,   -6.276256,814128.37992076,204602.80981185,***************,   3.1969192412
64100,    0.641000,    7.985285,   -6.286063,813488.49162634,205242.69311109,***************,   3.2019144291
64200,    0.642000,    7.978994,   -6.295869,812847.60429475,205883.57544749,***************,   3.2069096172
64300,    0.643000,    7.972694,   -6.305676,812205.71792601,206525.45682104,***************,   3.2119048053
64400,    0.644000,    7.966383,   -6.315483,811562.83252011,207168.33723175,***************,   3.2168999931
64500,    0.645000,    7.960063,   -6.325289,810918.94807706,207812.21667962,***************,   3.2218951811
64600,    0.646000,    7.953732,   -6.335096,810274.06459684,208457.09516465,***************,   3.2268903691
64700,    0.647000,    7.947392,   -6.344903,809628.18207947,209102.97268683,***************,   3.2318855571
64800,    0.648000,    7.941042,   -6.354709,808981.30052494,209749.84924617,***************,   3.2368807453
64900,    0.649000,    7.934683,   -6.364516,808333.41993326,210397.72484266,***************,   3.2418759331
65000,    0.650000,    7.928313,   -6.374322,807684.54030442,211046.59947632,***************,   3.2468711212
65100,    0.651000,    7.921934,   -6.384129,807034.66163842,211696.47314713,***************,   3.2518663092
65200,    0.652000,    7.915545,   -6.393936,806383.78393526,212347.34585510,***************,   3.2568614973
65300,    0.653000,    7.909146,   -6.403742,805731.90719495,212999.21760023,***************,   3.2618566854
65400,    0.654000,    7.902737,   -6.413549,805079.03141747,213652.08838251,***************,   3.2668518735
65500,    0.655000,    7.896319,   -6.423356,804425.15660285,214305.95820195,***************,   3.2718470615
65600,    0.656000,    7.889891,   -6.433162,803770.28275106,214960.82705855,***************,   3.2768422496
65700,    0.657000,    7.883452,   -6.442969,803114.40986212,215616.69495230,***************,   3.2818374378
65800,    0.658000,    7.877005,   -6.452776,802457.53793601,216273.56188322,***************,   3.2868326256
65900,    0.659000,    7.870547,   -6.462582,801799.66697276,216931.42785129,***************,   3.2918278137
66000,    0.660000,    7.864079,   -6.472389,801140.79697234,217590.29285651,***************,   3.2968230017
66100,    0.661000,    7.857602,   -6.482196,800480.92793477,218250.15689890,***************,   3.3018181899
66200,    0.662000,    7.851115,   -6.492002,799820.05986004,218911.01997844,***************,   3.3068133779
66300,    0.663000,    7.844618,   -6.501809,799158.19274815,219572.88209514,***************,   3.3118085660
66400,    0.664000,    7.838111,   -6.511616,798495.32659911,220235.74324900,***************,   3.3168037540
66500,    0.665000,    7.831594,   -6.521422,797831.46141291,220899.60344001,***************,   3.3217989422
66600,    0.666000,    7.825068,   -6.531229,797166.59718955,221564.46266818,***************,   3.3267941303
66700,    0.667000,    7.818532,   -6.541036,796500.73392903,222230.32093351,***************,   3.3317893182
66800,    0.668000,    7.811986,   -6.550842,795833.87163136,222897.17823599,***************,   3.3367845066
66900,    0.669000,    7.805430,   -6.560649,795166.01029653,223565.03457564,***************,   3.3417796945
67000,    0.670000,    7.798865,   -6.570455,794497.14992454,224233.88995244,***************,   3.3467748828
67100,    0.671000,    7.792289,   -6.580262,793827.29051539,224903.74436639,***************,   3.3517700707
67200,    0.672000,    7.785704,   -6.590069,793156.43206909,225574.59781751,***************,   3.3567652588
67300,    0.673000,    7.779109,   -6.599875,792484.57458563,226246.45030578,***************,   3.3617604470
67400,    0.674000,    7.772504,   -6.609682,791811.71806501,226919.30183121,***************,   3.3667556350
67500,    0.675000,    7.765889,   -6.619489,791137.86250724,227593.15239380,***************,   3.3717508232
67600,    0.676000,    7.759265,   -6.629295,790463.00791231,228268.00199354,***************,   3.3767460114
67700,    0.677000,    7.752631,   -6.639102,789787.15428022,228943.85063044,***************,   3.3817411994
67800,    0.678000,    7.745987,   -6.648909,789110.30161097,229620.69830450,***************,   3.3867363875
67900,    0.679000,    7.739333,   -6.658715,788432.44990457,230298.54501572,***************,   3.3917315757
68000,    0.680000,    7.732669,   -6.668522,787753.59916101,230977.39076409,***************,   3.3967267638
68100,    0.681000,    7.725996,   -6.678329,787073.74938029,231657.23554962,***************,   3.4017219519
68200,    0.682000,    7.719312,   -6.688135,786392.90056241,232338.07937231,***************,   3.4067171402
68300,    0.683000,    7.712619,   -6.697942,785711.05270738,233019.92223215,***************,   3.4117123282
68400,    0.684000,    7.705916,   -6.707749,785028.20581519,233702.76412915,***************,   3.4167075164
68500,    0.685000,    7.699204,   -6.717555,784344.35988584,234386.60506331,***************,   3.4217027046
68600,    0.686000,    7.692481,   -6.727362,783659.51491934,235071.44503463,***************,   3.4266978928
68700,    0.687000,    7.685749,   -6.737169,782973.67091568,235757.28404310,***************,   3.4316930809
68800,    0.688000,    7.679007,   -6.746975,782286.82787486,236444.12208873,***************,   3.4366882691
68900,    0.689000,    7.672255,   -6.756782,781598.98579688,237131.95917152,***************,   3.4416834572
69000,    0.690000,    7.665493,   -6.766588,780910.14468175,237820.79529147,***************,   3.4466786456
69100,    0.691000,    7.658722,   -6.776395,780220.30452945,238510.63044857,***************,   3.4516738335
69200,    0.692000,    7.651940,   -6.786202,779529.46534001,239201.46464283,***************,   3.4566690217
69300,    0.693000,    7.645149,   -6.796008,778837.62711340,239893.29787425,***************,   3.4616642100
69400,    0.694000,    7.638348,   -6.805815,778144.78984964,240586.13014282,***************,   3.4666593982
69500,    0.695000,    7.631537,   -6.815622,777450.95354872,241279.96144855,***************,   3.4716545864
69600,    0.696000,    7.624717,   -6.825428,776756.11821064,241974.79179144,***************,   3.4766497745
69700,    0.697000,    7.617886,   -6.835235,776060.28383541,242670.62117149,***************,   3.4816449627
69800,    0.698000,    7.611046,   -6.845042,775363.45042301,243367.44958869,***************,   3.4866401509
69900,    0.699000,    7.604196,   -6.854848,774665.61797346,244065.27704305,***************,   3.4916353392
70000,    0.700000,    7.597336,   -6.864655,773966.78648676,244764.10353457,***************,   3.4966305272
70100,    0.701000,    7.590467,   -6.874462,773266.95596289,245463.92906325,***************,   3.5016257156
70200,    0.702000,    7.583587,   -6.884268,772566.12640187,246164.75362908,***************,   3.5066209038
70300,    0.703000,    7.576698,   -6.894075,771864.29780369,246866.57723207,***************,   3.5116160919
70400,    0.704000,    7.569799,   -6.903882,771161.47016836,247569.39987222,***************,   3.5166112803
70500,    0.705000,    7.562890,   -6.913688,770457.64349586,248273.22154952,***************,   3.5216064684
70600,    0.706000,    7.555972,   -6.923495,769752.81778621,248978.04226399,***************,   3.5266016566
70700,    0.707000,    7.549043,   -6.933302,769046.99303941,249683.86201561,***************,   3.5315968449
70800,    0.708000,    7.542105,   -6.943108,768340.16925544,250390.68080438,***************,   3.5365920330
70900,    0.709000,    7.535157,   -6.952915,767632.34643432,251098.49863032,***************,   3.5415872212
71000,    0.710000,    7.528199,   -6.962721,766923.52457604,251807.31549341,***************,   3.5465824095
71100,    0.711000,    7.521231,   -6.972528,766213.70368060,252517.13139366,***************,   3.5515775976
71200,    0.712000,    7.514254,   -6.982335,765502.88374801,253227.94633106,***************,   3.5565727861
71300,    0.713000,    7.507267,   -6.992141,764791.06477826,253939.76030562,***************,   3.5615679744
71400,    0.714000,    7.500270,   -7.001948,764078.24677135,254652.57331735,***************,   3.5665631626
71500,    0.715000,    7.493263,   -7.011755,763364.42972728,255366.38536622,***************,   3.5715583508
71600,    0.716000,    7.486246,   -7.021561,762649.61364606,256081.19645226,***************,   3.5765535390
71700,    0.717000,    7.479219,   -7.031368,761933.79852768,256797.00657545,***************,   3.5815487274
71800,    0.718000,    7.472183,   -7.041175,761216.98437214,257513.81573580,***************,   3.5865439157
71900,    0.719000,    7.465137,   -7.050981,760499.17117945,258231.62393331,***************,   3.5915391039
72000,    0.720000,    7.458081,   -7.060788,759780.35894960,258950.43116797,***************,   3.5965342921
72100,    0.721000,    7.451015,   -7.070595,759060.54768259,259670.23743979,***************,   3.6015294804
72200,    0.722000,    7.443940,   -7.080401,758339.73737842,260391.04274877,***************,   3.6065246686
72300,    0.723000,    7.436854,   -7.090208,757617.92803710,261112.84709491,***************,   3.6115198570
72400,    0.724000,    7.429759,   -7.100015,756895.11965861,261835.65047820,***************,   3.6165150452
72500,    0.725000,    7.422654,   -7.109821,756171.31224297,262559.45289865,***************,   3.6215102335
72600,    0.726000,    7.415539,   -7.119628,755446.50579018,263284.25435626,***************,   3.6265054218
72700,    0.727000,    7.408415,   -7.129435,754720.70030023,264010.05485102,***************,   3.6315006102
72800,    0.728000,    7.401281,   -7.139241,753993.89577312,264736.85438294,***************,   3.6364957985
72900,    0.729000,    7.394136,   -7.149048,753266.09220885,265464.65295202,***************,   3.6414909868
73000,    0.730000,    7.386982,   -7.158854,752537.28960742,266193.45055826,***************,   3.6464861750
73100,    0.731000,    7.379819,   -7.168661,751807.48796884,266923.24720165,***************,   3.6514813635
73200,    0.732000,    7.372645,   -7.178468,751076.68729310,267654.04288221,***************,   3.6564765519
73300,    0.733000,    7.365461,   -7.188274,750344.88758020,268385.83759991,***************,   3.6614717400
73400,    0.734000,    7.358268,   -7.198081,749612.08883015,269118.63135478,***************,   3.6664669283
73500,    0.735000,    7.351065,   -7.207888,748878.29104294,269852.42414680,***************,   3.6714621166
73600,    0.736000,    7.343852,   -7.217694,748143.49421857,270587.21597598,***************,   3.6764573050
73700,    0.737000,    7.336630,   -7.227501,747407.69835704,271323.00684232,***************,   3.6814524934
73800,    0.738000,    7.329397,   -7.237308,746670.90345836,272059.79674582,***************,   3.6864476816
73900,    0.739000,    7.322155,   -7.247114,745933.10952252,272797.58568647,***************,   3.6914428701
74000,    0.740000,    7.314903,   -7.256921,745194.31654952,273536.37366428,***************,   3.6964380583
74100,    0.741000,    7.307641,   -7.266728,744454.52453937,274276.16067925,***************,   3.7014332467
74200,    0.742000,    7.300369,   -7.276534,743713.73349205,275016.94673137,***************,   3.7064284349
74300,    0.743000,    7.293088,   -7.286341,742971.94340758,275758.73182065,***************,   3.7114236234
74400,    0.744000,    7.285797,   -7.296148,742229.15428596,276501.51594709,***************,   3.7164188118
74500,    0.745000,    7.278496,   -7.305954,741485.36612717,277245.29911069,***************,   3.7214140003
74600,    0.746000,    7.271185,   -7.315761,740740.57893123,277990.08131144,***************,   3.7264091886
74700,    0.747000,    7.263864,   -7.325568,739994.79269813,278735.86254935,***************,   3.7314043769
74800,    0.748000,    7.256533,   -7.335374,739248.00742788,279482.64282442,***************,   3.7363995651
74900,    0.749000,    7.249193,   -7.345181,738500.22312046,280230.42213664,***************,   3.7413947536
75000,    0.750000,    7.241843,   -7.354987,737751.43977589,280979.20048602,***************,   3.7463899420
75100,    0.751000,    7.234483,   -7.364794,737001.65739416,281728.97787256,***************,   3.7513851305
75200,    0.752000,    7.227113,   -7.374601,736250.87597528,282479.75429626,***************,   3.7563803189
75300,    0.753000,    7.219734,   -7.384407,735499.09551924,283231.52975712,***************,   3.7613755071
75400,    0.754000,    7.212344,   -7.394214,734746.31602604,283984.30425513,***************,   3.7663706955
75500,    0.755000,    7.204945,   -7.404021,733992.53749568,284738.07779030,***************,   3.7713658840
75600,    0.756000,    7.197536,   -7.413827,733237.75992816,285492.85036262,***************,   3.7763610723
75700,    0.757000,    7.190117,   -7.423634,732481.98332349,286248.62197210,***************,   3.7813562606
75800,    0.758000,    7.182689,   -7.433441,731725.20768166,287005.39261875,***************,   3.7863514491
75900,    0.759000,    7.175250,   -7.443247,730967.43300268,287763.16230254,***************,   3.7913466375
76000,    0.760000,    7.167802,   -7.453054,730208.65928653,288521.93102350,***************,   3.7963418260
76100,    0.761000,    7.160344,   -7.462861,729448.88653323,289281.69878161,***************,   3.8013370144
76200,    0.762000,    7.152876,   -7.472667,728688.11474277,290042.46557688,***************,   3.8063322027
76300,    0.763000,    7.145399,   -7.482474,727926.34391516,290804.23140931,***************,   3.8113273912
76400,    0.764000,    7.137911,   -7.492281,727163.57405039,291566.99627889,***************,   3.8163225797
76500,    0.765000,    7.130414,   -7.502087,726399.80514846,292330.76018563,***************,   3.8213177682
76600,    0.766000,    7.122907,   -7.511894,725635.03720937,293095.52312953,***************,   3.8263129564
76700,    0.767000,    7.115390,   -7.521701,724869.27023312,293861.28511059,***************,   3.8313081450
76800,    0.768000,    7.107864,   -7.531507,724102.50421972,294628.04612880,***************,   3.8363033333
76900,    0.769000,    7.100327,   -7.541314,723334.73916916,295395.80618417,***************,   3.8412985217
77000,    0.770000,    7.092781,   -7.551120,722565.97508145,296164.56527670,***************,   3.8462937103
77100,    0.771000,    7.085225,   -7.560927,721796.21195657,296934.32340639,***************,   3.8512888986
77200,    0.772000,    7.077659,   -7.570734,721025.44979454,297705.08057323,***************,   3.8562840871
77300,    0.773000,    7.070083,   -7.580540,720253.68859535,298476.83677723,***************,   3.8612792756
77400,    0.774000,    7.062498,   -7.590347,719480.92835901,299249.59201838,***************,   3.8662744639
77500,    0.775000,    7.054902,   -7.600154,718707.16908551,300023.34629670,***************,   3.8712696524
77600,    0.776000,    7.047297,   -7.609960,717932.41077485,300798.09961217,***************,   3.8762648409
77700,    0.777000,    7.039682,   -7.619767,717156.65342703,301573.85196480,***************,   3.8812600295
77800,    0.778000,    7.032058,   -7.629574,716379.89704205,302350.60335459,***************,   3.8862552179
77900,    0.779000,    7.024423,   -7.639380,715602.14161992,303128.35378153,***************,   3.8912504065
78000,    0.780000,    7.016779,   -7.649187,714823.38716063,303907.10324563,***************,   3.8962455948
78100,    0.781000,    7.009125,   -7.658994,714043.63366419,304686.85174689,***************,   3.9012407835
78200,    0.782000,    7.001461,   -7.668800,713262.88113058,305467.59928530,***************,   3.9062359720
78300,    0.783000,    6.993787,   -7.678607,712481.12955982,306249.34586088,***************,   3.9112311604
78400,    0.784000,    6.986103,   -7.688414,711698.37895190,307032.09147361,***************,   3.9162263488
78500,    0.785000,    6.978410,   -7.698220,710914.62930683,307815.83612349,***************,   3.9212215374
78600,    0.786000,    6.970707,   -7.708027,710129.88062459,308600.57981054,***************,   3.9262167258
78700,    0.787000,    6.962994,   -7.717834,709344.13290520,309386.32253474,***************,   3.9312119144
78800,    0.788000,    6.955271,   -7.727640,708557.38614866,310173.06429610,***************,   3.9362071030
78900,    0.789000,    6.947539,   -7.737447,707769.64035495,310960.80509461,***************,   3.9412022913
79000,    0.790000,    6.939796,   -7.747253,706980.89552409,311749.54493029,***************,   3.9461974798
79100,    0.791000,    6.932044,   -7.757060,706191.15165607,312539.28380312,***************,   3.9511926684
79200,    0.792000,    6.924282,   -7.766867,705400.40875089,313330.02171311,***************,   3.9561878571
79300,    0.793000,    6.916510,   -7.776673,704608.66680856,314121.75866025,***************,   3.9611830455
79400,    0.794000,    6.908728,   -7.786480,703815.92582907,314914.49464455,***************,   3.9661782342
79500,    0.795000,    6.900937,   -7.796287,703022.18581242,315708.22966601,***************,   3.9711734226
79600,    0.796000,    6.893136,   -7.806093,702227.44675861,316502.96372463,***************,   3.9761686111
79700,    0.797000,    6.885325,   -7.815900,701431.70866765,317298.69682041,***************,   3.9811637998
79800,    0.798000,    6.877504,   -7.825707,700634.97153953,318095.42895334,***************,   3.9861589882
79900,    0.799000,    6.869673,   -7.835513,699837.23537425,318893.16012343,***************,   3.9911541769
80000,    0.800000,    6.861833,   -7.845320,699038.50017182,319691.89033067,***************,   3.9961493652
80100,    0.801000,    6.853983,   -7.855127,698238.76593223,320491.61957508,***************,   4.0011445538
80200,    0.802000,    6.846122,   -7.864933,697438.03265548,321292.34785664,***************,   4.0061397424
80300,    0.803000,    6.838253,   -7.874740,696636.30034157,322094.07517536,***************,   4.0111349309
80400,    0.804000,    6.830373,   -7.884547,695833.56899051,322896.80153123,***************,   4.0161301196
80500,    0.805000,    6.822483,   -7.894353,695029.83860229,323700.52692426,***************,   4.0211253082
80600,    0.806000,    6.814584,   -7.904160,694225.10917691,324505.25135445,***************,   4.0261204967
80700,    0.807000,    6.806675,   -7.913967,693419.38071437,325310.97482180,***************,   4.0311156852
80800,    0.808000,    6.798756,   -7.923773,692612.65321468,326117.69732631,***************,   4.0361108739
80900,    0.809000,    6.790827,   -7.933580,691804.92667783,326925.41886797,***************,   4.0411060625
81000,    0.810000,    6.782889,   -7.943386,690996.20110382,327734.13944679,***************,   4.0461012512
81100,    0.811000,    6.774940,   -7.953193,690186.47649265,328543.85906276,***************,   4.0510964397
81200,    0.812000,    6.766982,   -7.963000,689375.75284433,329354.57771590,***************,   4.0560916283
81300,    0.813000,    6.759014,   -7.972806,688564.03015885,330166.29540619,***************,   4.0610868167
81400,    0.814000,    6.751037,   -7.982613,687751.30843622,330979.01213364,***************,   4.0660820054
81500,    0.815000,    6.743049,   -7.992420,686937.58767642,331792.72789824,***************,   4.0710771941
81600,    0.816000,    6.735052,   -8.002226,686122.86787947,332607.44270000,***************,   4.0760723825
81700,    0.817000,    6.727044,   -8.012033,685307.14904536,333423.15653892,***************,   4.0810675712
81800,    0.818000,    6.719027,   -8.021840,684490.43117410,334239.86941500,***************,   4.0860627599
81900,    0.819000,    6.711001,   -8.031646,683672.71426567,335057.58132824,***************,   4.0910579485
82000,    0.820000,    6.702964,   -8.041453,682853.99832009,335876.29227863,***************,   4.0960531372
82100,    0.821000,    6.694918,   -8.051260,682034.28333735,336696.00226618,***************,   4.1010483257
82200,    0.822000,    6.686861,   -8.061066,681213.56931746,337516.71129088,***************,   4.1060435143
82300,    0.823000,    6.678795,   -8.070873,680391.85626041,338338.41935275,***************,   4.1110387030
82400,    0.824000,    6.670720,   -8.080680,679569.14416620,339161.12645177,***************,   4.1160338917
82500,    0.825000,    6.662634,   -8.090486,678745.43303483,339984.83258795,***************,   4.1210290801
82600,    0.826000,    6.654539,   -8.100293,677920.72286631,340809.53776128,***************,   4.1260242688
82700,    0.827000,    6.646433,   -8.110100,677095.01366062,341635.24197178,***************,   4.1310194575
82800,    0.828000,    6.638318,   -8.119906,676268.30541779,342461.94521943,***************,   4.1360146460
82900,    0.829000,    6.630193,   -8.129713,675440.59813779,343289.64750423,***************,   4.1410098348
83000,    0.830000,    6.622059,   -8.139519,674611.89182064,344118.34882620,***************,   4.1460050235
83100,    0.831000,    6.613914,   -8.149326,673782.18646633,344948.04918532,***************,   4.1510002119
83200,    0.832000,    6.605760,   -8.159133,672951.48207486,345778.74858160,***************,   4.1559954007
83300,    0.833000,    6.597596,   -8.168939,672119.77864623,346610.44701504,***************,   4.1609905895
83400,    0.834000,    6.589422,   -8.178746,671287.07618045,347443.14448563,***************,   4.1659857780
83500,    0.835000,    6.581238,   -8.188553,670453.37467751,348276.84099338,***************,   4.1709809668
83600,    0.836000,    6.573045,   -8.198359,669618.67413741,349111.53653829,***************,   4.1759761554
83700,    0.837000,    6.564841,   -8.208166,668782.97456016,349947.23112035,***************,   4.1809713440
83800,    0.838000,    6.556628,   -8.217973,667946.27594575,350783.92473958,***************,   4.1859665328
83900,    0.839000,    6.548405,   -8.227779,667108.57829418,351621.61739596,***************,   4.1909617216
84000,    0.840000,    6.540173,   -8.237586,666269.88160545,352460.30908949,***************,   4.1959569101
84100,    0.841000,    6.531930,   -8.247393,665430.18587957,353299.99982019,***************,   4.2009520989
84200,    0.842000,    6.523678,   -8.257199,664589.49111653,354140.68958804,***************,   4.2059472876
84300,    0.843000,    6.515416,   -8.267006,663747.79731633,354982.37839305,***************,   4.2109424763
84400,    0.844000,    6.507144,   -8.276813,662905.10447898,355825.06623522,***************,   4.2159376650
84500,    0.845000,    6.498862,   -8.286619,662061.41260446,356668.75311454,***************,   4.2209328536
84600,    0.846000,    6.490570,   -8.296426,661216.72169279,357513.43903102,***************,   4.2259280423
84700,    0.847000,    6.482269,   -8.306233,660371.03174397,358359.12398466,***************,   4.2309232310
84800,    0.848000,    6.473958,   -8.316039,659524.34275798,359205.80797546,***************,   4.2359184199
84900,    0.849000,    6.465637,   -8.325846,658676.65473484,360053.49100341,***************,   4.2409136085
85000,    0.850000,    6.457306,   -8.335652,657827.96767454,360902.17306852,***************,   4.2459087973
85100,    0.851000,    6.448965,   -8.345459,656978.28157708,361751.85417079,***************,   4.2509039860
85200,    0.852000,    6.440615,   -8.355266,656127.59644247,362602.53431021,***************,   4.2558991748
85300,    0.853000,    6.432255,   -8.365072,655275.91227070,363454.21348679,***************,   4.2608943635
85400,    0.854000,    6.423885,   -8.374879,654423.22906177,364306.89170053,***************,   4.2658895522
85500,    0.855000,    6.415505,   -8.384686,653569.54681569,365160.56895143,***************,   4.2708847410
85600,    0.856000,    6.407115,   -8.394492,652714.86553244,366015.24523948,***************,   4.2758799295
85700,    0.857000,    6.398716,   -8.404299,651859.18521204,366870.92056470,***************,   4.2808751184
85800,    0.858000,    6.390307,   -8.414106,651002.50585449,367727.59492706,***************,   4.2858703074
85900,    0.859000,    6.381888,   -8.423912,650144.82745977,368585.26832659,***************,   4.2908654959
86000,    0.860000,    6.373459,   -8.433719,649286.15002790,369443.94076327,***************,   4.2958606847
86100,    0.861000,    6.365020,   -8.443526,648426.47355887,370303.61223711,***************,   4.3008558734
86200,    0.862000,    6.356572,   -8.453332,647565.79805268,371164.28274811,***************,   4.3058510622
86300,    0.863000,    6.348113,   -8.463139,646704.12350934,372025.95229627,***************,   4.3108462510
86400,    0.864000,    6.339645,   -8.472946,645841.44992884,372888.62088158,***************,   4.3158414398
86500,    0.865000,    6.331167,   -8.482752,644977.77731118,373752.28850405,***************,   4.3208366284
86600,    0.866000,    6.322680,   -8.492559,644113.10565637,374616.95516367,***************,   4.3258318173
86700,    0.867000,    6.314182,   -8.502366,643247.43496439,375482.62086046,***************,   4.3308270061
86800,    0.868000,    6.305675,   -8.512172,642380.76523526,376349.28559440,***************,   4.3358221948
86900,    0.869000,    6.297158,   -8.521979,641513.09646898,377216.94936550,***************,   4.3408173837
87000,    0.870000,    6.288631,   -8.531785,640644.42866553,378085.61217375,***************,   4.3458125725
87100,    0.871000,    6.280094,   -8.541592,639774.76182493,378955.27401917,***************,   4.3508077613
87200,    0.872000,    6.271547,   -8.551399,638904.09594717,379825.93490174,***************,   4.3558029501
87300,    0.873000,    6.262991,   -8.561205,638032.43103225,380697.59482146,***************,   4.3607981388
87400,    0.874000,    6.254425,   -8.571012,637159.76708018,381570.25377835,***************,   4.3657933276
87500,    0.875000,    6.245849,   -8.580819,636286.10409095,382443.91177239,***************,   4.3707885165
87600,    0.876000,    6.237263,   -8.590625,635411.44206456,383318.56880359,***************,   4.3757837052
87700,    0.877000,    6.228668,   -8.600432,634535.78100102,384194.22487195,***************,   4.3807788941
87800,    0.878000,    6.220062,   -8.610239,633659.12090031,385070.87997746,***************,   4.3857740830
87900,    0.879000,    6.211447,   -8.620045,632781.46176245,385948.53412013,***************,   4.3907692716
88000,    0.880000,    6.202822,   -8.629852,631902.80358743,386827.18729996,***************,   4.3957644607
88100,    0.881000,    6.194187,   -8.639659,631023.14637526,387706.83951695,***************,   4.4007596495
88200,    0.882000,    6.185543,   -8.649465,630142.49012593,388587.49077109,***************,   4.4057548384
88300,    0.883000,    6.176888,   -8.659272,629260.83483944,389469.14106239,***************,   4.4107500270
88400,    0.884000,    6.168224,   -8.669079,628378.18051579,390351.79039085,***************,   4.4157452157
88500,    0.885000,    6.159550,   -8.678885,627494.52715499,391235.43875646,***************,   4.4207404049
88600,    0.886000,    6.150866,   -8.688692,626609.87475703,392120.08615924,***************,   4.4257355937
88700,    0.887000,    6.142172,   -8.698499,625724.22332191,393005.73259917,***************,   4.4307307824
88800,    0.888000,    6.133469,   -8.708305,624837.57284963,393892.37807625,***************,   4.4357259714
88900,    0.889000,    6.124756,   -8.718112,623949.92334020,394780.02259050,***************,   4.4407211600
89000,    0.890000,    6.116033,   -8.727918,623061.27479361,395668.66614190,***************,   4.4457163489
89100,    0.891000,    6.107300,   -8.737725,622171.62720986,396558.30873046,***************,   4.4507115379
89200,    0.892000,    6.098557,   -8.747532,621280.98058896,397448.95035617,***************,   4.4557067266
